,Dataset Order,Dataset Title,Dataset Link,Dataset Produced By,Dataset Description,Dataset Identificador,Dataset Publisher,Dataset Author,Dataset Contact Name,Dataset Contact Email,Dataset Release Date,Dataset Modified Date,Dataset Temporal Coverage,Dataset Frequency,Dataset Public Access Level,Dataset Homepage URL,Dataset Language,Dataset License,File Title,File Description,File Format,File Link
134,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE DISTRIBUIDORES MAYORISTAS OPDH (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/DistribuidoresMayoristasOPDH_1.xls
135,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE IMPORTADOR DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ImportadordeGLP_0.xls
136,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTA DE ABASTECIMIENTO GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantadeAbastecimientoGLP_0.xls
137,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTA ENVASADORA GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantaEnvasadoraGLP_0.xls
138,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE REDES DE DISTRIBUCIÓN DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/RedesdeDistribuci%C3%B3ndeGLP_0.xls
139,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE CONSUMIDOR DIRECTO DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,zip,https://www.datosabiertos.gob.pe/sites/default/files/ConsumidorDirectodeGLP.zip
140,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE LOCALES DE VENTA DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,zip,https://www.datosabiertos.gob.pe/sites/default/files/LocalesdeVentadeGLP_0.zip
141,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTAS DE PROCESAMIENTO DE HIDROCARBUROS (Actualizado al 07 de octubre de 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Plantas%20de%20Procesamiento%20de%20Hidrocarburos_1.xls
142,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTAS DE ABASTECIMIENTO DE COMBUSTIBLES LÍQUIDOS Y OPDH (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantasdeAbastecimientodeCombustiblesL%C3%ADquidosyOPDH.xls
143,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTAS DE ABASTECIMIENTO EN AEROPUERTOS (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantasdeAbastecimientoenAeropuertos.xls
144,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE PLANTAS DE LUBRICANTES (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/PlantasdeLubricantes.xls
145,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE AGENTES OBLIGADOS A EXISTENCIAS DE GLP (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/AgentesobligadosaexistenciasdeGLP.xls
146,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE EMPRESA ENVASADORA SIN INSTALACIONES (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Empresaenvasadorasininstalaciones.xls
147,N_15,  Registro de Hidrocarburos Líquidos - Octubre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-octubre-2020-osinergmin,Presidencia del Consejo de Ministros,Para desarrollar actividades de comercialización en el subsector de hidrocarburos se requiere la Inscripción en el Registro de Hidrocarburos del Osinergmin.,e5537fe2-d05a-442f-90e5-73a957c431f1,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-29,2021-06-13,,,Public,,,,REGISTROS HÁBILES DE IMPORTADOR EN TRÁNSITO (Actualizado al 29 DE OCTUBRE DE 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Importadorentr%C3%A1nsito.xls
148,N_16,Profesionales en Estudios de Riesgos y Planes de Contingencia - Marzo 2020 OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/profesionales-en-estudios-de-riesgos-y-planes-de-contingencia-marzo-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Profesionales Expertos en Elaborar Estudios de Riesgos y Planes de Contingencia para las Actividades de Hidrocarburos:,fe6cb1d1-d2f1-497b-a81c-0107e0c15aa4,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-27,2021-06-13,,,Public,http://gasnatural.osinerg.gob.pe/registros_expertos_estudios_riesgo_planes_conti...,Spanish (Peru),,Especialistas Actividades de Hidrocarburos,REGISTRO DE PROFESIONALES EXPERTOS EN ELABORAR ESTUDIOS DE RIESGOS Y PLANES...,pdf,https://www.datosabiertos.gob.pe/sites/default/files/Especialista-Actividades-Hidrocarburos_1.pdf
149,N_16,Profesionales en Estudios de Riesgos y Planes de Contingencia - Marzo 2020 OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/profesionales-en-estudios-de-riesgos-y-planes-de-contingencia-marzo-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Profesionales Expertos en Elaborar Estudios de Riesgos y Planes de Contingencia para las Actividades de Hidrocarburos:,fe6cb1d1-d2f1-497b-a81c-0107e0c15aa4,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-27,2021-06-13,,,Public,http://gasnatural.osinerg.gob.pe/registros_expertos_estudios_riesgo_planes_conti...,Spanish (Peru),,Especialistas en Evaluación de Riesgos,REGISTRO DE PROFESIONALES EXPERTOS EN ELABORAR ESTUDIOS DE RIESGOS Y PLANES...,pdf,https://www.datosabiertos.gob.pe/sites/default/files/Especialistas-Evaluacion-Riesgos_1.pdf
150,N_16,Profesionales en Estudios de Riesgos y Planes de Contingencia - Marzo 2020 OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/profesionales-en-estudios-de-riesgos-y-planes-de-contingencia-marzo-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Profesionales Expertos en Elaborar Estudios de Riesgos y Planes de Contingencia para las Actividades de Hidrocarburos:,fe6cb1d1-d2f1-497b-a81c-0107e0c15aa4,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-27,2021-06-13,,,Public,http://gasnatural.osinerg.gob.pe/registros_expertos_estudios_riesgo_planes_conti...,Spanish (Peru),,Especialista en Seguridad Industrial,REGISTRO DE PROFESIONALES EXPERTOS EN ELABORAR ESTUDIOS DE RIESGOS Y PLANES...,pdf,https://www.datosabiertos.gob.pe/sites/default/files/Especialistas-Seguridad-Industrial_1.pdf
151,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTACIONES DE COMPRESIÓN DE GNC OTORGADOS POR EL OSINERGMIN  (Actualizado al 30 de Setiembre del 2020), ,xlb,https://www.datosabiertos.gob.pe/sites/default/files/6.-ESTACION-COMPRESION-GNC_0.xls
152,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE CENTROS DE DESCOMPRESIÓN DE GNC OTORGADOS POR EL OSINERGMIN  (Actualizado al 30 de Setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/7.-CENTROS-DESCOMPRESION-GNC_0.xls
153,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTACIONES DE CARGA DE GNC OTORGADOS POR EL OSINERGMIN (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/8.-ESTACION-CARGA-GNC_0.xls
154,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE CONSUMIDORES DIRECTOS DE GNC OTORGADOS POR EL OSINERGMIN (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/9.-CD-GNC_0.xls
155,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE UNIDAD DE TRASVASE DE GNC OTORGADOS POR EL OSINERGMIN (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/10.-UNIDAD-TRASVASE-GNC_0.xls
156,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE MEDIOS DE TRANSPORTE DE GNC OTORGADOS POR EL OSINERGMIN  (Actualizado al 30 de Setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/11.-TRANSPORTES-GNC_0.xls
157,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE UNIDAD MOVIL DE GNC OTORGADOS POR EL OSINERGMIN  (Actualizado al 30 de Setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/12.-UNIDAD-MOVIL-GNC_0.xls
158,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTABLECIMIENTO DE VENTA AL PÚBLICO DE  GNV (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/1.-EESS-GNV_0.xls
159,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTACIONES DE SERVICIO CON GLP Y GNV (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/2.-EESS-GLP-GNV_0.xls
160,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTACIONES DE SERVICIO DE COMBUSTIBLES LÍQUIDOS CON GNV (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/3.-Estacion-GNV_0.xls
161,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE GASOCENTROS DE GLP CON ESTABLECIMIENTOS DE VENTA AL PÚBLICO DE GNV (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/4.-GLP-GNV.xls
162,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE CONSUMIDORES DIRECTOS DE GNV OTORGADOS POR EL OSINERGMIN (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/5.-CD-GNV_0.xls
163,N_17,Registro de Gas Natural - Septiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-gas-natural-septiembre-2020-osinergmin,Presidencia del Consejo de Ministros,Registro de Gas Natural categorizado por:,c8631d29-2bf5-46e9-9be7-b327e1bab2f0,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Minería,,,2020-10-28,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/Paginas/RegistroHidrocarbur...,Spanish (Peru),,LISTADO DE REGISTROS HÁBILES DE ESTABLECIMIENTOS DESTINADOS AL SUMINISTRO DE GNV EN SISTEMAS INTEGRADOS DE TRANSPORTE  (Actualizado al 30 de setiembre del 2020),,xlb,https://www.datosabiertos.gob.pe/sites/default/files/6.-EDS-GNV-SIT_0.xls
164,N_18,Sistema de Tanques Enterrados (STE) - Registro Personas - Índice de Riesgos - Setiembre 2020 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/sistema-de-tanques-enterrados-ste-registro-personas-%C3%ADndice-de-riesgos-setiembre-2020,Presidencia del Consejo de Ministros,Registro de Personas que elaborarán el Informe de Índice de Riesgos de los Sistemas de Tanques Enterrados,a32329ed-08c5-4f3f-b61e-d7d384406538,Presidencia del Consejo de Ministros,Organismo Supervisor de la Inversión en Energía y Mineria,,,2020-10-27,2021-06-13,,,Public,https://www.osinergmin.gob.pe/empresas/hidrocarburos/indice-riesgos,,,Personas habilitadas para elaborar Informes de Índice de Riesgos de los Sistemas de Tanques Enterrados al 17 de Setiembre del 2020,Actualizado a Setiembre del 2020,xlb,https://www.datosabiertos.gob.pe/sites/default/files/Registro-REIR.xls
165,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Consumidores Directos con Instalaciones Fijas - Septiembre 2018,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES FIJAS (Actualizado al 07...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/CDCLyOPDHconInstalacionesFijas_0.xls
166,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos con Instalaciones Móviles - Septiembre 2018,REGISTROS HÁBILES DE CDCL Y OPDH CON INSTALACIONES MÓVILES (Actualizado al...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/CDCLyOPDHconInstalacionesM%C3%B3viles_0.xls
167,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Comercializadores de Combustible de Aviación - Septiembre 2018,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE AVIACIÓN (...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ComercializadoresdeCombustibledeAviaci%C3%B3n_0.xls
168,N_19,Registro de Hidrocarburos Líquidos - Septiembre 2018 - OSINERGMIN,https://www.datosabiertos.gob.pe//dataset/registro-de-hidrocarburos-l%C3%ADquidos-septiembre-2018-osinergmin,Presidencia del Consejo de Ministros,,46159e83-8d1e-4e6e-af49-c49621ebea9b,Presidencia del Consejo de Ministros,,,,2018-09-14,2018-09-21,,,Public,,,,Registro de Hidrocarburos - Comercializadores de Combustible de Embarcación -  Septiembre 2018,REGISTROS HÁBILES DE COMERCIALIZADORES DE COMBUSTIBLE DE EMBARCACIÓN (...,xlb,https://www.datosabiertos.gob.pe/sites/default/files/ComercializadoresdeCombustibledeEmbarcaci%C3%B3n_0.xls
